id,worker_id,action,timestamp,location_id,work_id,worker_profession
1226,7,Clock Out,2024-12-11T18:03:00,7.0,27.0,Assembler
1227,8,Clock In,2024-12-11T08:00:00,,,Assembler
1228,8,Clock Out,2024-12-11T15:00:00,6.0,38.0,Assembler
1229,9,Clock In,2024-12-11T08:20:00,,,Shuttering Carpenter
1230,9,Clock Out,2024-12-11T18:20:00,2.0,27.0,Shuttering Carpenter
1231,10,Clock In,2024-12-11T08:25:00,,,Steel Fixer
1232,10,Clock Out,2024-12-11T18:25:00,4.0,15.0,Steel Fixer
1233,1,Clock In,2024-12-12T08:18:00,,,Shuttering Carpenter
1234,1,Clock Out,2024-12-12T15:18:00,1.0,21.0,Shuttering Carpenter
1235,2,Clock In,2024-12-12T08:24:00,,,Slinger
1236,2,Clock Out,2024-12-12T17:24:00,4.0,32.0,Slinger
1237,3,Clock In,2024-12-12T08:19:00,,,Assembler
1238,3,Clock Out,2024-12-12T15:19:00,3.0,30.0,Assembler
1239,4,Clock In,2024-12-12T08:25:00,,,Assembler
1240,4,Clock Out,2024-12-12T18:25:00,6.0,8.0,Assembler
1241,5,Clock In,2024-12-12T08:27:00,,,Assembler
1242,5,Clock Out,2024-12-12T16:27:00,4.0,2.0,Assembler
1243,6,Clock In,2024-12-12T08:01:00,,,Slinger
1244,6,Clock Out,2024-12-12T18:01:00,3.0,19.0,Slinger
1245,7,Clock In,2024-12-12T08:26:00,,,Assembler
1246,7,Clock Out,2024-12-12T16:26:00,4.0,30.0,Assembler
1247,8,Clock In,2024-12-12T08:29:00,,,Assembler
1248,8,Clock Out,2024-12-12T15:29:00,1.0,7.0,Assembler
1249,10,Clock In,2024-12-12T08:26:00,,,Steel Fixer
1250,10,Clock Out,2024-12-12T15:26:00,6.0,41.0,Steel Fixer
1251,11,Clock In,2024-12-12T08:13:00,,,Site Manager
1252,11,Clock Out,2024-12-12T15:13:00,1.0,39.0,Site Manager
1253,1,Clock In,2024-12-13T08:19:00,,,Shuttering Carpenter
1254,1,Clock Out,2024-12-13T17:19:00,4.0,26.0,Shuttering Carpenter
1255,2,Clock In,2024-12-13T08:26:00,,,Slinger
1256,2,Clock Out,2024-12-13T15:26:00,1.0,4.0,Slinger
1257,3,Clock In,2024-12-13T08:21:00,,,Assembler
1258,3,Clock Out,2024-12-13T17:21:00,6.0,29.0,Assembler
1259,4,Clock In,2024-12-13T08:08:00,,,Assembler
1260,4,Clock Out,2024-12-13T16:08:00,3.0,5.0,Assembler
1261,5,Clock In,2024-12-13T08:04:00,,,Assembler
1262,5,Clock Out,2024-12-13T16:04:00,7.0,36.0,Assembler
1263,6,Clock In,2024-12-13T08:18:00,,,Slinger
1264,6,Clock Out,2024-12-13T18:18:00,7.0,33.0,Slinger
1265,7,Clock In,2024-12-13T08:24:00,,,Assembler
1266,7,Clock Out,2024-12-13T16:24:00,4.0,31.0,Assembler
1267,8,Clock In,2024-12-13T08:19:00,,,Assembler
1268,8,Clock Out,2024-12-13T16:19:00,5.0,30.0,Assembler
1269,9,Clock In,2024-12-13T08:24:00,,,Shuttering Carpenter
1270,9,Clock Out,2024-12-13T15:24:00,7.0,8.0,Shuttering Carpenter
1271,10,Clock In,2024-12-13T08:25:00,,,Steel Fixer
1272,10,Clock Out,2024-12-13T15:25:00,3.0,32.0,Steel Fixer
1273,11,Clock In,2024-12-13T08:10:00,,,Site Manager
1274,11,Clock Out,2024-12-13T15:10:00,2.0,28.0,Site Manager
1275,1,Clock In,2024-12-14T08:20:00,,,Shuttering Carpenter
1276,1,Clock Out,2024-12-14T16:20:00,3.0,20.0,Shuttering Carpenter
1277,2,Clock In,2024-12-14T08:13:00,,,Slinger
1278,2,Clock Out,2024-12-14T17:13:00,2.0,4.0,Slinger
1279,3,Clock In,2024-12-14T08:11:00,,,Assembler
1280,3,Clock Out,2024-12-14T17:11:00,2.0,16.0,Assembler
1281,4,Clock In,2024-12-14T08:23:00,,,Assembler
1282,4,Clock Out,2024-12-14T15:23:00,1.0,7.0,Assembler
1283,5,Clock In,2024-12-14T08:27:00,,,Assembler
1284,5,Clock Out,2024-12-14T18:27:00,7.0,6.0,Assembler
1285,6,Clock In,2024-12-14T08:30:00,,,Slinger
1286,6,Clock Out,2024-12-14T17:30:00,4.0,8.0,Slinger
1287,11,Clock In,2024-12-14T08:03:00,,,Site Manager
1288,11,Clock Out,2024-12-14T18:03:00,7.0,10.0,Site Manager
1289,1,Clock In,2024-12-15T08:30:00,,,Shuttering Carpenter
1290,1,Clock Out,2024-12-15T15:30:00,6.0,11.0,Shuttering Carpenter
1291,2,Clock In,2024-12-15T08:24:00,,,Slinger
1292,2,Clock Out,2024-12-15T17:24:00,2.0,6.0,Slinger
1293,3,Clock In,2024-12-15T08:09:00,,,Assembler
1294,3,Clock Out,2024-12-15T15:09:00,6.0,37.0,Assembler
1295,4,Clock In,2024-12-15T08:05:00,,,Assembler
1296,4,Clock Out,2024-12-15T18:05:00,3.0,2.0,Assembler
1297,6,Clock In,2024-12-15T08:28:00,,,Slinger
1298,6,Clock Out,2024-12-15T15:28:00,6.0,32.0,Slinger
1299,7,Clock In,2024-12-15T08:12:00,,,Assembler
1300,7,Clock Out,2024-12-15T16:12:00,3.0,2.0,Assembler
1301,8,Clock In,2024-12-15T08:19:00,,,Assembler
1302,8,Clock Out,2024-12-15T18:19:00,6.0,24.0,Assembler
1303,9,Clock In,2024-12-15T08:23:00,,,Shuttering Carpenter
1304,9,Clock Out,2024-12-15T16:23:00,2.0,19.0,Shuttering Carpenter
1305,10,Clock In,2024-12-15T08:10:00,,,Steel Fixer
1306,10,Clock Out,2024-12-15T15:10:00,4.0,11.0,Steel Fixer
1307,1,Clock In,2024-12-16T08:16:00,,,Shuttering Carpenter
1308,1,Clock Out,2024-12-16T18:16:00,6.0,9.0,Shuttering Carpenter
1309,2,Clock In,2024-12-16T08:12:00,,,Slinger
1310,2,Clock Out,2024-12-16T18:12:00,4.0,2.0,Slinger
1311,3,Clock In,2024-12-16T08:08:00,,,Assembler
1312,3,Clock Out,2024-12-16T18:08:00,5.0,18.0,Assembler
1313,4,Clock In,2024-12-16T08:16:00,,,Assembler
1314,4,Clock Out,2024-12-16T15:16:00,2.0,40.0,Assembler
1315,5,Clock In,2024-12-16T08:15:00,,,Assembler
1316,5,Clock Out,2024-12-16T16:15:00,7.0,37.0,Assembler
1317,6,Clock In,2024-12-16T08:19:00,,,Slinger
1318,6,Clock Out,2024-12-16T15:19:00,3.0,37.0,Slinger
1319,7,Clock In,2024-12-16T08:12:00,,,Assembler
1320,7,Clock Out,2024-12-16T18:12:00,3.0,20.0,Assembler
1321,8,Clock In,2024-12-16T08:14:00,,,Assembler
1322,8,Clock Out,2024-12-16T16:14:00,7.0,8.0,Assembler
1323,9,Clock In,2024-12-16T08:12:00,,,Shuttering Carpenter
1324,9,Clock Out,2024-12-16T18:12:00,5.0,8.0,Shuttering Carpenter
1325,10,Clock In,2024-12-16T08:01:00,,,Steel Fixer
1326,10,Clock Out,2024-12-16T16:01:00,7.0,17.0,Steel Fixer
1327,11,Clock In,2024-12-16T08:08:00,,,Site Manager
1328,11,Clock Out,2024-12-16T17:08:00,5.0,9.0,Site Manager
1329,1,Clock In,2024-12-17T08:25:00,,,Shuttering Carpenter
1330,1,Clock Out,2024-12-17T15:25:00,7.0,16.0,Shuttering Carpenter
1331,2,Clock In,2024-12-17T08:09:00,,,Slinger
1332,2,Clock Out,2024-12-17T17:09:00,6.0,18.0,Slinger
1333,5,Clock In,2024-12-17T08:22:00,,,Assembler
1334,5,Clock Out,2024-12-17T16:22:00,1.0,6.0,Assembler
1335,6,Clock In,2024-12-17T08:05:00,,,Slinger
1336,6,Clock Out,2024-12-17T17:05:00,5.0,34.0,Slinger
1337,7,Clock In,2024-12-17T08:22:00,,,Assembler
1338,7,Clock Out,2024-12-17T18:22:00,7.0,20.0,Assembler
1339,8,Clock In,2024-12-17T08:28:00,,,Assembler
1340,8,Clock Out,2024-12-17T15:28:00,6.0,25.0,Assembler
1341,9,Clock In,2024-12-17T08:01:00,,,Shuttering Carpenter
1342,9,Clock Out,2024-12-17T16:01:00,7.0,26.0,Shuttering Carpenter
1343,10,Clock In,2024-12-17T08:27:00,,,Steel Fixer
1344,10,Clock Out,2024-12-17T18:27:00,2.0,36.0,Steel Fixer
1345,11,Clock In,2024-12-17T08:25:00,,,Site Manager
1346,11,Clock Out,2024-12-17T17:25:00,1.0,4.0,Site Manager
1347,1,Clock In,2024-12-18T08:15:00,,,Shuttering Carpenter
1348,1,Clock Out,2024-12-18T17:15:00,4.0,42.0,Shuttering Carpenter
1349,2,Clock In,2024-12-18T08:05:00,,,Slinger
1350,2,Clock Out,2024-12-18T18:05:00,7.0,23.0,Slinger
1351,4,Clock In,2024-12-18T08:22:00,,,Assembler
1352,4,Clock Out,2024-12-18T15:22:00,4.0,10.0,Assembler
1353,5,Clock In,2024-12-18T08:13:00,,,Assembler
1354,5,Clock Out,2024-12-18T16:13:00,2.0,40.0,Assembler
1355,7,Clock In,2024-12-18T08:22:00,,,Assembler
1356,7,Clock Out,2024-12-18T15:22:00,3.0,31.0,Assembler
1357,8,Clock In,2024-12-18T08:07:00,,,Assembler
1358,8,Clock Out,2024-12-18T16:07:00,2.0,39.0,Assembler
1359,9,Clock In,2024-12-18T08:23:00,,,Shuttering Carpenter
1360,9,Clock Out,2024-12-18T16:23:00,6.0,2.0,Shuttering Carpenter
1361,10,Clock In,2024-12-18T08:29:00,,,Steel Fixer
1362,10,Clock Out,2024-12-18T15:29:00,3.0,42.0,Steel Fixer
1363,11,Clock In,2024-12-18T08:01:00,,,Site Manager
1364,11,Clock Out,2024-12-18T18:01:00,3.0,10.0,Site Manager
1365,1,Clock In,2024-12-19T08:27:00,,,Shuttering Carpenter
1366,1,Clock Out,2024-12-19T15:27:00,2.0,17.0,Shuttering Carpenter
1367,2,Clock In,2024-12-19T08:12:00,,,Slinger
1368,2,Clock Out,2024-12-19T18:12:00,3.0,42.0,Slinger
1369,3,Clock In,2024-12-19T08:01:00,,,Assembler
1370,3,Clock Out,2024-12-19T18:01:00,6.0,6.0,Assembler
1371,4,Clock In,2024-12-19T08:30:00,,,Assembler
1372,4,Clock Out,2024-12-19T18:30:00,2.0,10.0,Assembler
1373,5,Clock In,2024-12-19T08:24:00,,,Assembler
1374,5,Clock Out,2024-12-19T18:24:00,3.0,42.0,Assembler
1375,7,Clock In,2024-12-19T08:28:00,,,Assembler
1376,7,Clock Out,2024-12-19T17:28:00,3.0,34.0,Assembler
1377,8,Clock In,2024-12-19T08:19:00,,,Assembler
1378,8,Clock Out,2024-12-19T17:19:00,4.0,14.0,Assembler
1379,9,Clock In,2024-12-19T08:07:00,,,Shuttering Carpenter
1380,9,Clock Out,2024-12-19T16:07:00,3.0,41.0,Shuttering Carpenter
1381,10,Clock In,2024-12-19T08:26:00,,,Steel Fixer
1382,10,Clock Out,2024-12-19T16:26:00,4.0,41.0,Steel Fixer
1383,1,Clock In,2024-12-20T08:22:00,,,Shuttering Carpenter
1384,1,Clock Out,2024-12-20T17:22:00,6.0,42.0,Shuttering Carpenter
1385,3,Clock In,2024-12-20T08:19:00,,,Assembler
1386,3,Clock Out,2024-12-20T17:19:00,5.0,31.0,Assembler
1387,4,Clock In,2024-12-20T08:16:00,,,Assembler
1388,4,Clock Out,2024-12-20T18:16:00,7.0,34.0,Assembler
1389,5,Clock In,2024-12-20T08:03:00,,,Assembler
1390,5,Clock Out,2024-12-20T15:03:00,3.0,38.0,Assembler
1391,6,Clock In,2024-12-20T08:28:00,,,Slinger
1392,6,Clock Out,2024-12-20T16:28:00,2.0,14.0,Slinger
1393,8,Clock In,2024-12-20T08:02:00,,,Assembler
1394,8,Clock Out,2024-12-20T16:02:00,3.0,4.0,Assembler
1395,10,Clock In,2024-12-20T08:29:00,,,Steel Fixer
1396,10,Clock Out,2024-12-20T16:29:00,6.0,11.0,Steel Fixer
1397,11,Clock In,2024-12-20T08:16:00,,,Site Manager
1398,11,Clock Out,2024-12-20T18:16:00,6.0,42.0,Site Manager
1399,1,Clock In,2024-12-21T08:15:00,,,Shuttering Carpenter
1400,1,Clock Out,2024-12-21T18:15:00,6.0,2.0,Shuttering Carpenter
1401,2,Clock In,2024-12-21T08:00:00,,,Slinger
1402,2,Clock Out,2024-12-21T15:00:00,6.0,1.0,Slinger
1403,3,Clock In,2024-12-21T08:07:00,,,Assembler
1404,3,Clock Out,2024-12-21T16:07:00,4.0,28.0,Assembler
1405,4,Clock In,2024-12-21T08:00:00,,,Assembler
1406,4,Clock Out,2024-12-21T15:00:00,2.0,39.0,Assembler
1407,5,Clock In,2024-12-21T08:26:00,,,Assembler
1408,5,Clock Out,2024-12-21T17:26:00,7.0,23.0,Assembler
1409,6,Clock In,2024-12-21T08:16:00,,,Slinger
1410,6,Clock Out,2024-12-21T17:16:00,3.0,9.0,Slinger
1411,7,Clock In,2024-12-21T08:24:00,,,Assembler
1412,7,Clock Out,2024-12-21T17:24:00,3.0,7.0,Assembler
1413,8,Clock In,2024-12-21T08:17:00,,,Assembler
1414,8,Clock Out,2024-12-21T15:17:00,6.0,26.0,Assembler
1415,9,Clock In,2024-12-21T08:11:00,,,Shuttering Carpenter
1416,9,Clock Out,2024-12-21T18:11:00,2.0,9.0,Shuttering Carpenter
1417,10,Clock In,2024-12-21T08:23:00,,,Steel Fixer
1418,10,Clock Out,2024-12-21T17:23:00,1.0,34.0,Steel Fixer
1419,11,Clock In,2024-12-21T08:03:00,,,Site Manager
1420,11,Clock Out,2024-12-21T17:03:00,4.0,20.0,Site Manager
1421,2,Clock In,2024-12-22T08:17:00,,,Slinger
1422,2,Clock Out,2024-12-22T17:17:00,6.0,33.0,Slinger
1423,4,Clock In,2024-12-22T08:07:00,,,Assembler
1424,4,Clock Out,2024-12-22T17:07:00,6.0,38.0,Assembler
1425,5,Clock In,2024-12-22T08:06:00,,,Assembler
1426,5,Clock Out,2024-12-22T16:06:00,6.0,40.0,Assembler
1427,6,Clock In,2024-12-22T08:02:00,,,Slinger
1428,6,Clock Out,2024-12-22T15:02:00,4.0,25.0,Slinger
1429,7,Clock In,2024-12-22T08:12:00,,,Assembler
1430,7,Clock Out,2024-12-22T15:12:00,3.0,3.0,Assembler
1431,10,Clock In,2024-12-22T08:19:00,,,Steel Fixer
1432,10,Clock Out,2024-12-22T15:19:00,5.0,12.0,Steel Fixer
1433,11,Clock In,2024-12-22T08:00:00,,,Site Manager
1434,11,Clock Out,2024-12-22T16:00:00,4.0,42.0,Site Manager
1435,2,Clock In,2024-12-23T08:22:00,,,Slinger
1436,2,Clock Out,2024-12-23T17:22:00,1.0,28.0,Slinger
1437,3,Clock In,2024-12-23T08:14:00,,,Assembler
1438,3,Clock Out,2024-12-23T18:14:00,4.0,31.0,Assembler
1439,4,Clock In,2024-12-23T08:27:00,,,Assembler
1440,4,Clock Out,2024-12-23T15:27:00,5.0,16.0,Assembler
1441,6,Clock In,2024-12-23T08:26:00,,,Slinger
1442,6,Clock Out,2024-12-23T18:26:00,5.0,39.0,Slinger
1443,7,Clock In,2024-12-23T08:23:00,,,Assembler
1444,7,Clock Out,2024-12-23T16:23:00,1.0,37.0,Assembler
1445,8,Clock In,2024-12-23T08:16:00,,,Assembler
1446,8,Clock Out,2024-12-23T17:16:00,5.0,21.0,Assembler
1447,10,Clock In,2024-12-23T08:02:00,,,Steel Fixer
1448,10,Clock Out,2024-12-23T16:02:00,6.0,28.0,Steel Fixer
1449,2,Clock In,2024-12-24T08:21:00,,,Slinger
1450,2,Clock Out,2024-12-24T16:21:00,4.0,15.0,Slinger
1451,3,Clock In,2024-12-24T08:14:00,,,Assembler
1452,3,Clock Out,2024-12-24T16:14:00,2.0,21.0,Assembler
1453,4,Clock In,2024-12-24T08:26:00,,,Assembler
1454,4,Clock Out,2024-12-24T17:26:00,5.0,22.0,Assembler
1455,5,Clock In,2024-12-24T08:24:00,,,Assembler
1456,5,Clock Out,2024-12-24T18:24:00,6.0,11.0,Assembler
1457,8,Clock In,2024-12-24T08:23:00,,,Assembler
1458,8,Clock Out,2024-12-24T15:23:00,6.0,6.0,Assembler
1459,10,Clock In,2024-12-24T08:30:00,,,Steel Fixer
1460,10,Clock Out,2024-12-24T18:30:00,1.0,16.0,Steel Fixer
1461,11,Clock In,2024-12-24T08:10:00,,,Site Manager
1462,11,Clock Out,2024-12-24T15:10:00,3.0,5.0,Site Manager
1463,1,Clock In,2024-12-25T08:17:00,,,Shuttering Carpenter
1464,1,Clock Out,2024-12-25T16:17:00,2.0,40.0,Shuttering Carpenter
1465,2,Clock In,2024-12-25T08:11:00,,,Slinger
1466,2,Clock Out,2024-12-25T16:11:00,6.0,10.0,Slinger
1467,3,Clock In,2024-12-25T08:22:00,,,Assembler
1468,3,Clock Out,2024-12-25T15:22:00,2.0,32.0,Assembler
1469,4,Clock In,2024-12-25T08:00:00,,,Assembler
1470,4,Clock Out,2024-12-25T18:00:00,5.0,13.0,Assembler
1471,7,Clock In,2024-12-25T08:14:00,,,Assembler
1472,7,Clock Out,2024-12-25T16:14:00,2.0,41.0,Assembler
1473,8,Clock In,2024-12-25T08:00:00,,,Assembler
1474,8,Clock Out,2024-12-25T17:00:00,2.0,11.0,Assembler
1475,9,Clock In,2024-12-25T08:04:00,,,Shuttering Carpenter
1476,9,Clock Out,2024-12-25T17:04:00,3.0,13.0,Shuttering Carpenter
1477,10,Clock In,2024-12-25T08:27:00,,,Steel Fixer
1478,10,Clock Out,2024-12-25T18:27:00,7.0,32.0,Steel Fixer
1479,11,Clock In,2024-12-25T08:00:00,,,Site Manager
1480,11,Clock Out,2024-12-25T17:00:00,4.0,34.0,Site Manager
1481,1,Clock In,2024-12-26T08:19:00,,,Shuttering Carpenter
1482,1,Clock Out,2024-12-26T17:19:00,4.0,37.0,Shuttering Carpenter
1483,2,Clock In,2024-12-26T08:02:00,,,Slinger
1484,2,Clock Out,2024-12-26T15:02:00,5.0,4.0,Slinger
1485,3,Clock In,2024-12-26T08:12:00,,,Assembler
1486,3,Clock Out,2024-12-26T15:12:00,6.0,41.0,Assembler
1487,4,Clock In,2024-12-26T08:08:00,,,Assembler
1488,4,Clock Out,2024-12-26T18:08:00,7.0,26.0,Assembler
1489,7,Clock In,2024-12-26T08:20:00,,,Assembler
1490,7,Clock Out,2024-12-26T17:20:00,1.0,34.0,Assembler
1491,8,Clock In,2024-12-26T08:28:00,,,Assembler
1492,8,Clock Out,2024-12-26T17:28:00,6.0,16.0,Assembler
1493,9,Clock In,2024-12-26T08:02:00,,,Shuttering Carpenter
1494,9,Clock Out,2024-12-26T17:02:00,1.0,24.0,Shuttering Carpenter
1495,10,Clock In,2024-12-26T08:16:00,,,Steel Fixer
1496,10,Clock Out,2024-12-26T17:16:00,6.0,36.0,Steel Fixer
1497,11,Clock In,2024-12-26T08:10:00,,,Site Manager
1498,11,Clock Out,2024-12-26T15:10:00,4.0,42.0,Site Manager
1499,1,Clock In,2024-12-27T08:20:00,,,Shuttering Carpenter
1500,1,Clock Out,2024-12-27T16:20:00,7.0,20.0,Shuttering Carpenter
1501,2,Clock In,2024-12-27T08:27:00,,,Slinger
1502,2,Clock Out,2024-12-27T15:27:00,5.0,24.0,Slinger
1503,3,Clock In,2024-12-27T08:22:00,,,Assembler
1504,3,Clock Out,2024-12-27T16:22:00,3.0,15.0,Assembler
1505,5,Clock In,2024-12-27T08:03:00,,,Assembler
1506,5,Clock Out,2024-12-27T15:03:00,2.0,7.0,Assembler
1507,6,Clock In,2024-12-27T08:18:00,,,Slinger
1508,6,Clock Out,2024-12-27T17:18:00,3.0,5.0,Slinger
1509,7,Clock In,2024-12-27T08:06:00,,,Assembler
1510,7,Clock Out,2024-12-27T18:06:00,7.0,36.0,Assembler
1511,8,Clock In,2024-12-27T08:02:00,,,Assembler
1512,8,Clock Out,2024-12-27T15:02:00,1.0,25.0,Assembler
1513,9,Clock In,2024-12-27T08:04:00,,,Shuttering Carpenter
1514,9,Clock Out,2024-12-27T16:04:00,4.0,16.0,Shuttering Carpenter
1515,10,Clock In,2024-12-27T08:29:00,,,Steel Fixer
1516,10,Clock Out,2024-12-27T15:29:00,7.0,2.0,Steel Fixer
1517,1,Clock In,2024-12-28T08:13:00,,,Shuttering Carpenter
1518,1,Clock Out,2024-12-28T18:13:00,2.0,1.0,Shuttering Carpenter
1519,3,Clock In,2024-12-28T08:06:00,,,Assembler
1520,3,Clock Out,2024-12-28T15:06:00,7.0,34.0,Assembler
1521,4,Clock In,2024-12-28T08:28:00,,,Assembler
1522,4,Clock Out,2024-12-28T18:28:00,3.0,24.0,Assembler
1523,5,Clock In,2024-12-28T08:24:00,,,Assembler
1524,5,Clock Out,2024-12-28T18:24:00,1.0,39.0,Assembler
1525,6,Clock In,2024-12-28T08:08:00,,,Slinger
1526,6,Clock Out,2024-12-28T18:08:00,6.0,11.0,Slinger
1527,7,Clock In,2024-12-28T08:28:00,,,Assembler
1528,7,Clock Out,2024-12-28T16:28:00,6.0,35.0,Assembler
1529,8,Clock In,2024-12-28T08:08:00,,,Assembler
1530,8,Clock Out,2024-12-28T15:08:00,1.0,8.0,Assembler
1531,9,Clock In,2024-12-28T08:09:00,,,Shuttering Carpenter
1532,9,Clock Out,2024-12-28T16:09:00,3.0,31.0,Shuttering Carpenter
1533,10,Clock In,2024-12-28T08:23:00,,,Steel Fixer
1534,10,Clock Out,2024-12-28T17:23:00,1.0,19.0,Steel Fixer
1535,11,Clock In,2024-12-28T08:02:00,,,Site Manager
1536,11,Clock Out,2024-12-28T18:02:00,5.0,11.0,Site Manager
1537,1,Clock In,2024-12-29T08:11:00,,,Shuttering Carpenter
1538,1,Clock Out,2024-12-29T15:11:00,6.0,15.0,Shuttering Carpenter
1539,2,Clock In,2024-12-29T08:14:00,,,Slinger
1540,2,Clock Out,2024-12-29T15:14:00,7.0,8.0,Slinger
1541,3,Clock In,2024-12-29T08:14:00,,,Assembler
1542,3,Clock Out,2024-12-29T16:14:00,7.0,3.0,Assembler
1543,4,Clock In,2024-12-29T08:00:00,,,Assembler
1544,4,Clock Out,2024-12-29T18:00:00,1.0,3.0,Assembler
1545,5,Clock In,2024-12-29T08:23:00,,,Assembler
1546,5,Clock Out,2024-12-29T16:23:00,3.0,27.0,Assembler
1547,7,Clock In,2024-12-29T08:26:00,,,Assembler
1548,7,Clock Out,2024-12-29T17:26:00,1.0,9.0,Assembler
1549,8,Clock In,2024-12-29T08:11:00,,,Assembler
1550,8,Clock Out,2024-12-29T18:11:00,1.0,4.0,Assembler
1551,9,Clock In,2024-12-29T08:10:00,,,Shuttering Carpenter
1552,9,Clock Out,2024-12-29T17:10:00,2.0,22.0,Shuttering Carpenter
1553,10,Clock In,2024-12-29T08:03:00,,,Steel Fixer
1554,10,Clock Out,2024-12-29T15:03:00,2.0,11.0,Steel Fixer
1555,1,Clock In,2024-12-30T08:21:00,,,Shuttering Carpenter
1556,1,Clock Out,2024-12-30T17:21:00,7.0,27.0,Shuttering Carpenter
1557,2,Clock In,2024-12-30T08:23:00,,,Slinger
1558,2,Clock Out,2024-12-30T15:23:00,4.0,40.0,Slinger
1559,3,Clock In,2024-12-30T08:07:00,,,Assembler
1560,3,Clock Out,2024-12-30T17:07:00,7.0,36.0,Assembler
1561,4,Clock In,2024-12-30T08:05:00,,,Assembler
1562,4,Clock Out,2024-12-30T18:05:00,5.0,18.0,Assembler
1563,6,Clock In,2024-12-30T08:09:00,,,Slinger
1564,6,Clock Out,2024-12-30T17:09:00,3.0,15.0,Slinger
1565,7,Clock In,2024-12-30T08:06:00,,,Assembler
1566,7,Clock Out,2024-12-30T18:06:00,6.0,1.0,Assembler
1567,8,Clock In,2024-12-30T08:00:00,,,Assembler
1568,8,Clock Out,2024-12-30T15:00:00,2.0,12.0,Assembler
1569,9,Clock In,2024-12-30T08:20:00,,,Shuttering Carpenter
1570,9,Clock Out,2024-12-30T15:20:00,6.0,30.0,Shuttering Carpenter
1571,10,Clock In,2024-12-30T08:04:00,,,Steel Fixer
1572,10,Clock Out,2024-12-30T16:04:00,1.0,18.0,Steel Fixer
1573,11,Clock In,2024-12-30T08:06:00,,,Site Manager
1574,11,Clock Out,2024-12-30T16:06:00,7.0,38.0,Site Manager
1575,1,Clock In,2024-12-31T08:29:00,,,Shuttering Carpenter
1576,1,Clock Out,2024-12-31T17:29:00,1.0,29.0,Shuttering Carpenter
1577,2,Clock In,2024-12-31T08:14:00,,,Slinger
1578,2,Clock Out,2024-12-31T16:14:00,3.0,19.0,Slinger
1579,3,Clock In,2024-12-31T08:26:00,,,Assembler
1580,3,Clock Out,2024-12-31T17:26:00,4.0,31.0,Assembler
1581,4,Clock In,2024-12-31T08:13:00,,,Assembler
1582,4,Clock Out,2024-12-31T15:13:00,2.0,1.0,Assembler
1583,5,Clock In,2024-12-31T08:15:00,,,Assembler
1584,5,Clock Out,2024-12-31T15:15:00,7.0,41.0,Assembler
1585,8,Clock In,2024-12-31T08:22:00,,,Assembler
1586,8,Clock Out,2024-12-31T16:22:00,1.0,38.0,Assembler
1587,9,Clock In,2024-12-31T08:00:00,,,Shuttering Carpenter
1588,9,Clock Out,2024-12-31T18:00:00,3.0,11.0,Shuttering Carpenter
1589,10,Clock In,2024-12-31T08:16:00,,,Steel Fixer
1590,10,Clock Out,2024-12-31T18:16:00,4.0,23.0,Steel Fixer
1591,1,Clock In,2025-01-01T08:10:00,,,Shuttering Carpenter
1592,1,Clock Out,2025-01-01T18:10:00,3.0,40.0,Shuttering Carpenter
1593,2,Clock In,2025-01-01T08:20:00,,,Slinger
1594,2,Clock Out,2025-01-01T17:20:00,6.0,30.0,Slinger
1595,3,Clock In,2025-01-01T08:26:00,,,Assembler
1596,3,Clock Out,2025-01-01T15:26:00,2.0,37.0,Assembler
1597,4,Clock In,2025-01-01T08:13:00,,,Assembler
1598,4,Clock Out,2025-01-01T15:13:00,6.0,23.0,Assembler
1599,5,Clock In,2025-01-01T08:26:00,,,Assembler
1600,5,Clock Out,2025-01-01T15:26:00,2.0,29.0,Assembler
1601,9,Clock In,2025-01-01T08:27:00,,,Shuttering Carpenter
1602,9,Clock Out,2025-01-01T15:27:00,5.0,7.0,Shuttering Carpenter
1603,10,Clock In,2025-01-01T08:29:00,,,Steel Fixer
1604,10,Clock Out,2025-01-01T16:29:00,1.0,14.0,Steel Fixer
1605,11,Clock In,2025-01-01T08:20:00,,,Site Manager
1606,11,Clock Out,2025-01-01T16:20:00,6.0,16.0,Site Manager
1607,1,Clock In,2025-01-02T08:18:00,,,Shuttering Carpenter
1608,1,Clock Out,2025-01-02T18:18:00,1.0,40.0,Shuttering Carpenter
1609,2,Clock In,2025-01-02T08:09:00,,,Slinger
1610,2,Clock Out,2025-01-02T17:09:00,7.0,33.0,Slinger
1611,3,Clock In,2025-01-02T08:22:00,,,Assembler
1612,3,Clock Out,2025-01-02T18:22:00,1.0,5.0,Assembler
1613,5,Clock In,2025-01-02T08:25:00,,,Assembler
1614,5,Clock Out,2025-01-02T16:25:00,1.0,5.0,Assembler
1615,6,Clock In,2025-01-02T08:10:00,,,Slinger
1616,6,Clock Out,2025-01-02T16:10:00,7.0,19.0,Slinger
1617,7,Clock In,2025-01-02T08:00:00,,,Assembler
1618,7,Clock Out,2025-01-02T18:00:00,6.0,17.0,Assembler
1619,8,Clock In,2025-01-02T08:05:00,,,Assembler
1620,8,Clock Out,2025-01-02T16:05:00,3.0,28.0,Assembler
1621,9,Clock In,2025-01-02T08:20:00,,,Shuttering Carpenter
1622,9,Clock Out,2025-01-02T15:20:00,2.0,1.0,Shuttering Carpenter
1623,10,Clock In,2025-01-02T08:12:00,,,Steel Fixer
1624,10,Clock Out,2025-01-02T18:12:00,4.0,16.0,Steel Fixer
